,Title,Channel,Published At,View Count,Like Count,Comment Count,Like Ratio,Comment Ratio
0,Dead by Daylight | Castlevania | Official Trailer,Dead by Daylight,2024-08-06,458219,31370,2079,0.06846071419997861,0.00453713180815287
1,A.I. ‐ Humanity's Final Invention?,Kurzgesagt – In a Nutshell,2024-08-06,1290946,83792,7569,0.06490743997037832,0.005863142222835037
2,fortnite added a NEW MINIGUN!,McCreamy,2024-08-06,797903,13442,917,0.01684665930570508,0.0011492625043395
3,Where We Fallin’? - Launch Trailer,Fortnite,2024-08-06,599682,17816,1364,0.029709079145280332,0.00227453883891796
4,They Added DRACULA To Dead by Daylight!,Ayrun,2024-08-06,218737,10310,781,0.047134229691364514,0.0035704979038754304
5,Minnesotans react to Tim Walz being tapped as Harris' VP,FOX 9 Minneapolis-St. Paul,2024-08-06,351748,5846,3222,0.016619852849198858,0.009159966794409634
6,Cooking on the American Homefront During WWII,Tasting History with Max Miller,2024-08-06,314252,27376,3415,0.08711479958759212,0.01086707483166376
7,"Survive 100 Days In Nuclear Bunker, Win $500,000",MrBeast,2024-08-03,108525205,4077351,83075,0.03757054409618484,0.0007654903761757464
8,SIDEMEN AMONG US: PHANTOM & MYSTIC ROLES,MoreSidemen,2024-08-05,2807396,147306,3908,0.052470688139471595,0.001392037318568524
9,I let my stream buy ANYTHING on Temu...,Crispy Concords,2024-08-05,396502,22495,1548,0.05673363564370419,0.0039041417193355897
10,Hunters vs VENOM in Minecraft!,Cash,2024-08-06,349895,7350,713,0.02100630189056717,0.0020377541833978764
11,I Built 5 EXTREME LEGO Builds With My Mom!,ZHC Crafts,2024-08-06,279045,11587,1159,0.041523768567793724,0.004153451952194091
12,Chuttamalle | Devara Second Single | NTR | Janhvi Kapoor | Anirudh Ravichander | Shilpa Rao | 27 Sep,T-Series Telugu,2024-08-05,22909566,533584,23994,0.023290882070834514,0.001047335423115392
13,The Legend of Zelda: Echoes of Wisdom – Traversing Hyrule Trailer – Nintendo Switch,Nintendo of America,2024-08-05,1420346,74791,7369,0.05265688782874032,0.005188172459386657
14,Twins Swap Birthday Gift Exchange - Merrell Twins,merrelltwins,2024-08-06,112532,8636,1148,0.07674261543383215,0.010201542672306545
15,We Played DRESS TO IMPRESS Roblox!,Kalogeras Sisters ,2024-08-05,998303,48639,5828,0.048721680692134554,0.005837906928056913
16,Unprepared certainty…,The Weeknd,2024-08-06,476864,61224,4025,0.12838880687156087,0.008440561669574553
17,"Hurricane Debby Flooded Our Racetrack Badly, Track Entrance Destroyed",Cleetus McFarland,2024-08-05,1423959,78210,5216,0.05492433419782452,0.003663026814676546
18,I Spent 100 Days in a Fungal Outbreak in Hardcore Minecraft... Here's What Happened,Forge Labs,2024-08-04,1396608,36098,2767,0.025846909082577217,0.00198122880579232
19,"CASTLEVANIA CHAPTER ""THE DARK LORD"" & ""TREVOR BELMONT"" Power & Perk Breakdown! | Dead By Daylight",The King,2024-08-06,41317,1164,204,0.028172422973594406,0.004937434954135102
20,Who Is Tim Walz? Why Harris Picked Minnesota Governor as VP Running Mate | WSJ,The Wall Street Journal,2024-08-06,903862,18327,4000,0.020276325368253117,0.004425454328204969
21,Madden 25 | Gameplay First Look,EA SPORTS MADDEN NFL,2024-08-05,270072,6846,1818,0.025348795876655113,0.006731538256464943
22,The Joy of Creation: Part 1,Markiplier,2024-08-04,3550193,214681,8555,0.060470233590117495,0.0024097281471739704
23,Power Book II: Ghost | The Final Episodes Official Trailer | Season 4,STARZ,2024-08-05,466311,3121,723,0.006692958133091434,0.0015504673919337095
24,WE GOT REMARRIED ❤️,The Prince Family,2024-08-05,237508,10325,861,0.04347221988311973,0.0036251410478804922
25,FNAF X DEAD BY DAYLIGHT... IT FINALLY HAPPENED.,Dawko,2024-08-05,302496,23054,3058,0.07621257801756057,0.010109224584787899
26,Bully Beatdown: The TV Show That Fought Your Bullies,Kurtis Conner,2024-08-04,1075880,85026,3418,0.07902925976874745,0.0031769342305833365
27,What Would Happen if the Three Gorges Dam Failed?,Megaprojects,2024-08-05,278450,11408,1239,0.0409696534386784,0.004449631890824205
