,Title,Channel,Published At,View Count,Like Count,Comment Count,Like Ratio,Comment Ratio
0,PS5 Pro Technical Presentation hosted by Mark Cerny,PlayStation,2024-09-10,2323656,82465,21314,0.03548933232802102,0.009172614190740799
1,Apple Event - September 9,Apple,2024-09-09,24134829,603708,0,0.025013974617346574,0.0
2,iPhone 16/Pro Impressions: The Great Separation!,Marques Brownlee,2024-09-10,5185179,192598,15906,0.03714394430741928,0.0030675893734816097
3,New York Jets vs. San Francisco 49ers Game Highlights | NFL 2024 Season,NFL,2024-09-10,2729597,37351,3823,0.01368370495717866,0.0014005730516263024
4,Devara Part -1 Trailer (Telugu) | NTR | Saif Ali Khan | Janhvi | Koratala Siva | Anirudh | Sep 27,NTR Arts,2024-09-10,8357880,590743,24444,0.07068096215786779,0.0029246651064624043
5,PlayStation 5 Pro Console - Reveal Trailer,PlayStation,2024-09-10,1157769,45123,11596,0.038974095868865036,0.01001581489917246
6,Introducing iPhone 16 Pro | Apple,Apple,2024-09-09,13926728,188897,0,0.013563631026613,0.0
7,The Apprentice | Official Trailer | Exclusively in Theaters October 11,Briarcliff Entertainment,2024-09-10,153811,1919,309,0.01247635084616835,0.002008959047142272
8,The Pat McAfee Show Live | Monday September 9th 2024,The Pat McAfee Show,2024-09-09,557362,9004,496,0.016154671470247343,0.0008899063804134476
9,I Became his Sugar Daddy,Johnnie Guilbert,2024-09-09,575103,51892,4434,0.09023079344047935,0.007709923265919323
10,Apple iPhone 16 Event: Everything Apple Announced in 13 Minutes!,MacRumors,2024-09-09,567095,7088,1559,0.012498787681076363,0.002749098475564059
11,Introducing iPhone 16 | Apple,Apple,2024-09-09,4235691,98131,0,0.023167648442721626,0.0
12,Terry Crews Eats His Last Meal,Mythical Kitchen,2024-09-10,304805,25739,1544,0.08444415281901543,0.005065533701874969
13,Mega-church leader arrested in Philippines after coming close to being apprehended in Hawaii,Hawaii News Now,2024-09-10,237386,2852,1183,0.012014187862805725,0.00498344468502776
14,iPhone 16 Pro and Pro Max hands-on,The Verge,2024-09-09,573061,4811,1001,0.008395266821507657,0.001746759943531317
15,We Put 7 Uber Drivers in One Room. What We Found Will Shock You.,More Perfect Union,2024-09-09,1596566,49664,6418,0.031106762889852344,0.004019877662432997
16,Juice WRLD - World Tour (Aquafina) (Official Audio),Juice WRLD,2024-09-09,414625,57522,8780,0.13873258968947844,0.021175761230027134
17,Man who recorded Tyreek Hill being detained by police describes encounter,NBC 6 South Florida,2024-09-09,357978,1917,1601,0.005355077686338266,0.004472341875757728
18,"Aaron Rodgers throws for TD, INT in Jets MNF loss, did 49ers put league on notice? | THE FACILITY",The Facility,2024-09-10,128099,2194,678,0.017127378043544444,0.005292781364413461
19,France vs. Belgium Highlights | UEFA Nations League,FOX Soccer,2024-09-09,272950,3076,357,0.011269463271661477,0.001307931855651218
20,2024 NFL WEEK 1 REVIEW,Barry McCockiner,2024-09-10,104023,7700,692,0.0740220912682772,0.0066523749555386785
21,SEC Roll Call - Week 2 (2024 Season),Matt Mitchell,2024-09-09,272406,14169,860,0.05201427281337415,0.0031570523409910206
22,SEC Shorts - College football ER packed out again,SEC Shorts,2024-09-09,506306,18553,1528,0.03664384779165169,0.0030179377688591483
23,What is the GREATEST Fortnite Mythic of All Time?,More SypherPK,2024-09-09,634502,21121,1606,0.03328752312837469,0.0025311188932422594
24,WHISPER CHALLENGE... ft. BAKJayC,Lena Davis,2024-09-09,124471,7594,608,0.06101019514585727,0.004884671931614593
25,This Game is NOT The Office,SMii7Yplus,2024-09-09,1449199,82052,1475,0.05661886324790453,0.0010178036280731632
26,iPhone 16 & 16 Pro HANDS-ON - What's The Big Deal?,The Tech Chap,2024-09-10,488835,9055,1927,0.01852363271860648,0.0039420254278028375
27,[DOKKAN BATTLE] Worldwide Campaign Announcement Video Part 2!,Bandai Namco Entertainment,2024-09-10,102745,0,0,0.0,0.0
28,PLAYING DRESS TO IMPRESS WITH LARRAY,Quenlin Blackwell,2024-09-08,1298113,86840,2830,0.06689710371901368,0.0021800875578628365
29,Kendrick Lamar. Super Bowl LIX Halftime Show,Kendrick Lamar,2024-09-08,2258724,235578,17395,0.1042969393338894,0.007701250794696475
30,"Men Vs Women Survive The Wilderness For $500,000",MrBeast,2024-09-07,72228390,2689422,29907,0.03723497090271568,0.0004140615622195095
31,iPhone 16 Pro & 16 Pro Max! First Look & Hands-On!,Brian Tong,2024-09-09,364428,0,1366,0.0,0.00374833986411582
32,Two Steps Ahead,Nikocado Avocado,2024-09-07,35924592,1667793,254516,0.046424827872784194,0.007084729034640115
33,Apple iPhone 16 Pro and Pro Max Revealed,CNET,2024-09-09,344241,2160,802,0.006274673847682292,0.002329763160111666
34,GLOVES OFF: CANELO vs. BERLANGA | Episode 1,Premier Boxing Champions,2024-09-09,189164,4508,1058,0.023831172950455688,0.005593030386331437
35,THIS ISO DEMIGOD BUILD WILL BREAK NBA 2K25 | #1 FASTEST DRIBBLING AND SHOOTING BUILD ON NBA 2K25,STEEZO THE GOD,2024-09-10,127025,9932,656,0.07818933280850227,0.005164337728793544
