,Title,Channel,Published At,View Count,Like Count,Comment Count,Like Ratio,Comment Ratio
28,"YSL trial | Lil Woody begins witness testimony, gets frustrated on stand",11Alive,2024-08-12,276416,2999,2033,0.010849589025237324,0.00735485644825191
29,Kanguva - Tamil Trailer | Suriya | Bobby Deol | Devi Sri Prasad | Siva | Studio Green | UV Creations,Saregama Tamil,2024-08-12,27403118,814693,32338,0.029729938031139377,0.0011800846896327637
30,Five Nights at Freddy's: Into The Pit - Part 1,Markiplier,2024-08-10,4605227,256355,7331,0.05566609420121962,0.0015918867842996665
31,Tom Cruise | LA28 Handover Teaser,LA28,2024-08-12,502209,3305,364,0.006580925471267938,0.0007247978431290558
32,Austin Dillon breaks down the controversial finish in his win at Richmond to Kevin Harvick!,NASCAR on FOX,2024-08-12,121719,2648,1026,0.021755025920357544,0.008429250979715574
33,My Daughter's FIRST DAY OF HIGH SCHOOL *Hidden Cameras*,Jordan Matter,2024-08-10,10388747,146936,15179,0.014143765364581503,0.00146110016925044
34,DDG - If I Want You ft. Halle Bailey,DDG,2024-08-13,163168,24917,1913,0.1527076387526966,0.011724112571092371
35,Five Nights at Freddy's: Into The Pit - Part 3,Markiplier,2024-08-12,1363150,103852,3983,0.07618530609250633,0.002921908814143711
36,My first day back in China…,Xiaomanyc 小马在纽约,2024-08-12,184826,11282,1148,0.06104119550279723,0.006211247335331609
37,lime disease & opensauce,LilyPichu,2024-08-12,322020,17682,521,0.05490963294205329,0.0016179119309359666
38,[Paris Olympics] Performance by Australia's Olympic Break-dancer Rachael Gunn breaks the internet,Arirang News,2024-08-12,896518,470,344,0.0005242504891145521,0.00038370674096894873
39,I Tried Every Viral Fast Food Menu Item In America,Joshua Weissman,2024-08-11,1501240,42153,1755,0.02807878820175322,0.001169033598891583
40,Finesse2Tymes & Og Boo Dirty - Real Recognize Real [Official Music Video],Finesse2tymes,2024-08-11,260255,14533,1193,0.0558413863326353,0.0045839657259226525
41,CANELO ÁLVAREZ & EDGAR BERLANGA: MILLION DOLLAZ WORTH OF GAME EPISODE 286,MILLION DOLLAZ WORTH OF GAME,2024-08-11,490158,11983,2588,0.02444721905997658,0.005279930144973662
42,Making the LA28 Handover | Behind the Scenes,LA28,2024-08-12,128811,1905,128,0.014789109625730722,0.0009937039538548726
43,Billie Eilish - THE GREATEST (Live from The LA28 Olympic Handover),Billie Eilish,2024-08-12,671972,62057,2853,0.09235057413106498,0.004245712618978172
44,SEC Roll Call - Pre-Season (2024),Matt Mitchell,2024-08-12,195010,11289,770,0.057889339008255984,0.003948515460745603
45,We Have a Tough Decision To Make,Ryland vlogs,2024-08-11,395244,17872,1720,0.04521763771240044,0.004351742214935584
46,Hermitcraft 10: Episode 24 - PERMITMASTER!,Grian,2024-08-12,915559,68314,3161,0.07461452511525746,0.0034525355547812865
47,JAEHYUN 재현 'Dandelion & Roses' MV,SMTOWN,2024-08-12,911113,156706,8546,0.1719940336709058,0.009379736651765478
48,ME AND YANNI OFFICIAL GENDER REVEAL WERE HAVING A ... #TEENDAD EP 32,RichBoyTroy,2024-08-12,228727,10617,2215,0.04641778189719622,0.009684033804491819
49,I Worked 24 Hours at Roblox JOBS,Laughability,2024-08-11,1167078,49966,4467,0.04281290539278437,0.003827507673009002
50,I Watched FORTNITE ABSOLUTE DOOM in 0.25x Speed and Here's What I Found,PlayStationGrenade,2024-08-12,118037,5016,393,0.04249514982590205,0.0033294644899480672
51,Caleb Williams Preseason Week 1 2024 Analysis,The QB School,2024-08-12,120639,4847,493,0.04017772030603702,0.004086572335646018
52,I took my Childhood Crush on Her Dream Date (15 Years Later),loveliveserve,2024-08-11,504031,39306,1703,0.07798329864631343,0.0033787604333860416
53,Disney’s Snow White | Teaser Trailer | In Theaters March 21,Walt Disney Studios,2024-08-10,6338671,63955,24272,0.010089654440181546,0.0038291938483634817
54,"Steph Curry leads Team USA to gold, Caleb Williams looks as advertised in Bears debut l THE HERD",The Herd with Colin Cowherd,2024-08-12,196374,2645,720,0.013469196533145936,0.0036664731583610864
55,Flying First Class on Every US Airline (Back to Back),Trek Trendy,2024-08-11,445128,12397,953,0.027850416060099567,0.0021409572078143813
56,Our Second Pregnancy Loss…,JuJu & Des,2024-08-11,154999,13415,2004,0.0865489454770676,0.01292911567171401
57,Can You Forge Tungsten?,Alec Steele,2024-08-11,606646,23593,2204,0.038890885293894624,0.0036330907975985994
58,"Joey Logano on Austin Dillon: ""He's a Piece of Crap, He's Sucked His Whole Career!""",Noah Lewis,2024-08-12,113827,910,820,0.007994588278703647,0.007203914712678012
59,I ORDERED 'THE WOLVERINE CHALLENGE' IN A PACKED RESTAURANT IN CLEVELAND! | BeardMeatsFood,BeardMeatsFood,2024-08-11,2865474,115134,7256,0.04017973989643598,0.0025322163104603288
60,Megan Thee Stallion - Mamushi (feat. Yuki Chiba) [Official Video],Megan Thee Stallion,2024-08-09,8899693,577283,23229,0.0648654959221627,0.0026100900334427267
61,World reacts to Aussie's 'breaking' performance in Paris 😓 after sport is debuted for first time,FOX SPORTS AUSTRALIA,2024-08-10,3386411,4332,2988,0.001279230430092508,0.000882350075049957
62,triplets blind date for each other (ft. the kalogeras sisters),nectar,2024-08-10,1898271,59563,2208,0.03137750089423481,0.0011631637421632634
63,Tom Cruise performs legendary stunt during Paris Olympics Closing Ceremony | Paris Olympics,NBC Sports,2024-08-11,985874,4767,1052,0.004835303497201468,0.0010670734799781716
64,"D23 Expo 2024 | HUGE Disney Parks Expansions - Villains Land, Walt Disney AA, Lion King Land",DSNY Newscast,2024-08-11,263613,7149,1123,0.027119299882782714,0.004260032699449572
65,F1 Edition | Dude Perfect,Dude Perfect,2024-08-10,2705656,91390,3014,0.03377739076955829,0.0011139627506231392
66,HIGHLIGHTS: Luis Diaz double & a Jota screamer! Liverpool 4-1 Sevilla | Pre-Season 2024,Liverpool FC,2024-08-11,1956692,39751,1281,0.020315409885664173,0.0006546763619414808
67,Rebellion - The Skibidi Saga 11 (Part 2),Maxedy,2024-08-11,1547278,69137,3636,0.04468298521661912,0.0023499332375953126
68,I Got a Pet Dinosaur (kinda),TerraGreen,2024-08-10,3088450,55649,3268,0.018018423481034176,0.001058135958166718
69,Win at ALL Costs | NASCAR Richmond Race Review & Analysis,Eric Estepp,2024-08-12,139237,5989,3217,0.04301299223625904,0.02310449090399822
70,Chelsea 1-1 Inter Milan | HIGHLIGHTS | Chelsea Pre-season Friendly,Chelsea Football Club,2024-08-11,1272585,23266,1267,0.01828247229065249,0.0009956112951197758
71,We Built a Luxury Guest Cabin in Our Greenhouse,Eamon & Bec,2024-08-11,396652,27804,1469,0.07009670945816485,0.0037034982806086946
72,I Beat The CRAB BOSS FIGHT In ONE SHOT.. (The Strongest Battlegrounds),MangoPool,2024-08-11,312094,7380,1855,0.02364672182098983,0.005943722083731184
73,BURNING DOWN My Trees!  -   Hermitcraft  Episode 23,GoodTimesWithScar,2024-08-11,365884,37260,3605,0.1018355544380186,0.00985284953701173
74,Mufasa: The Lion King | Official Trailer,Walt Disney Studios,2024-08-10,10139705,167449,11161,0.016514188529153463,0.0011007223582934612
75,Reacting to Steph Curry's Gold Medal Game and How it Impacts his Legacy,Road Trippin',2024-08-11,186488,1937,380,0.010386727296126292,0.0020376646218523446
76,Moana 2 | Official Trailer,Walt Disney Animation Studios,2024-08-10,7747555,120750,0,0.015585562154770118,0.0
77,Simulating Africa for 100 Days,Dr. Plants,2024-08-10,1772438,57499,3814,0.03244062697820742,0.002151838315359973
78,I Bought A Pallet of Ryobi Returns for $1458.69,John Malecki Unscrewed,2024-08-11,354945,11764,777,0.03314316302525743,0.002189071546295905
79,Chris Gone Crazy - Stay Mad (Official Music Video) Prod. ChewChew,Chris Gone Crazy,2024-08-10,476272,54541,18750,0.11451649477609434,0.03936826015386166
80,Team USA WINS GOLD over France as Steph Curry explodes to seal it | Paris Olympics | NBC Sports,NBC Sports,2024-08-10,3781605,62050,7944,0.01640837686643634,0.0021006953396772005
81,Men's 4x100m Final | Paris Champions,Olympics,2024-08-13,1108932,12070,744,0.010884346380120693,0.0006709158000670916
82,Skeleton Crew | Official Trailer | Streaming December 3 on Disney+,Star Wars,2024-08-10,3894459,51144,8754,0.013132504412037718,0.0022478090024827583
83,HIGHLIGHTS | AUSTRALIA v SOUTH AFRICA | The Rugby Championship 2024,SUPER RUGBY PACIFIC & TRC,2024-08-10,900823,7822,1341,0.008683170833781997,0.0014886387225903424
84,I Bought A House On Temu!,Unspeakable,2024-08-10,2472434,33467,3678,0.013536053945221591,0.0014876029046680317
85,NASCAR Official Extended Highlights : Richmond provides overtime drama in final laps | NASCAR,NASCAR,2024-08-12,131165,1448,519,0.01103953036252049,0.0039568482445774406
86,It’s Up,Drake - Topic,2024-08-10,1183660,49357,6824,0.04169862967406181,0.005765169051923694
87,HIGHLIGHTS | NEW ZEALAND v ARGENTINA | The Rugby Championship 2024,SUPER RUGBY PACIFIC & TRC,2024-08-10,677092,8387,1498,0.012386795295174068,0.002212402450479403
88,Dallas Cowboys vs. Los Angeles Rams | 2024 Preseason Week 1 Game Highlights,NFL,2024-08-12,919340,8442,2077,0.009182674527378337,0.0022592294472121304
89,driving with nick sturniolo!,LARRAY,2024-08-10,643073,70129,3229,0.10905293800237298,0.0050212028805438885
90,USA women survive France by slimmest of margins for EIGHTH-STRAIGHT basketball gold | Paris Olympics,NBC Sports,2024-08-11,1029344,12771,2782,0.012406931016258898,0.0027026922000808282
91,Men's 100 Meter Finals Were HISTORIC || Noah Lyles VS. Kishane Thompson - Paris Olympics 2024,Total Running Productions,2024-08-04,2863617,14469,2382,0.005052700832548487,0.0008318151484643372
92,Film Theory: The Minions Are NOT Actually Dumb!,The Film Theorists,2024-08-11,708617,36490,2223,0.05149467201605381,0.0031370966262452074
93,Highlights: Springboks v Australia in Brisbane,Official Springbok YouTube,2024-08-10,177192,2073,0,0.011699173777597183,0.0
94,"$10,000 FOOTBALL CHALLENGE VS THEO BAKER!",Miniminter,2024-08-11,701659,29631,347,0.04222991510121013,0.0004945422206513421
95,🚨 LATE LATE DRAMA 🚨 Manchester City vs. Manchester United | FA Community Shield Highlights | ESPN FC,ESPN FC,2024-08-10,656969,7134,728,0.010858959859597637,0.0011081192567685841
96,Fortnite DOCTOR DOOM Event EXPLAINED!,Top5Gaming,2024-08-10,1608473,36149,1561,0.02247411053838019,0.0009704856718141989
97,"FULL SEGMENT: Roman Reigns lays waste to The Bloodline: SmackDown, Aug. 9, 2024",WWE,2024-08-10,3450424,105117,7689,0.030464951553780057,0.002228421782366457
98,THANK YOU PARIS! Closing Ceremony Highlights | #Paris2024,Olympics,2024-08-11,3642696,40113,4599,0.011011898879291602,0.0012625264364635423
99,Steph Curry Saves the Day (and Team USA) With Doc Rivers | The Bill Simmons Podcast,Bill Simmons,2024-08-11,257627,3404,925,0.013212900821730642,0.003590462179818109
100,Shannon Sharpe & Chad Johnson react to Ayesha Curry incident involving Paris police | Nightcap,Nightcap,2024-08-12,288273,6947,1093,0.02409868423334825,0.0037915448203612546
101,NEW Fortnite SEASON 4 GAMEPLAY (Absolute Doom),TG Plays,2024-08-11,1265030,21627,2079,0.017096037248128502,0.0016434392860248373
102,"Dolton, Illinois, mayor nowhere to be found after report reveals $3.65 million village debt",CBS Chicago,2024-08-09,2001359,30099,17458,0.015039280808690495,0.008723072672119294
103,"SQUAD UPdate: Farewells, 3 New Characters, Free Skins, and More! 🌋",Squad Busters,2024-08-10,1102995,47613,4333,0.04316701344974365,0.00392839496099257
104,Monster Hunter Wilds: Hammer | Weapon Overview,Monster Hunter,2024-08-12,581691,28330,3132,0.04870283363503991,0.005384301974759795
105,Squid Game: Season 2 I Welcome Players I Netflix,Netflix,2024-08-11,2543471,93995,3391,0.036955404641924365,0.0013332174811507582
106,"""Truth or Flare"" | Inanimate Insanity S2E15",AnimationEpic,2024-08-10,524146,35542,11931,0.06780935082973065,0.02276274167884521
107,"Utility contractor, resident killed in Bel Air house explosion",WBAL-TV 11 Baltimore,2024-08-12,37400,378,0,0.010106951871657754,0.0
108,Blue Green Red,Drake - Topic,2024-08-10,552926,19415,2145,0.03511319778776907,0.003879361795249274
109,Manchester City v Manchester United | Key Moments | FA Community Shield 2024,The Emirates FA Cup,2024-08-10,4580272,42002,1309,0.00917019775244789,0.0002857908875280769
110,Gnabry banger on Kane's return! | Tottenham Hotspur -vs.FC Bayern 2-3 | Highlights,FC Bayern München,2024-08-10,3213014,45223,2057,0.014074946452147423,0.0006402088506305918
111,"Survive 100 Days In Nuclear Bunker, Win $500,000",MrBeast,2024-08-03,144553148,4728372,87356,0.0327102665380902,0.0006043175206395366
112,"Yung Miami On Her Relationship with Diddy, JT Fallout, and Reclaiming Her Voice | Caresha Please",REVOLT,2024-08-09,2629494,89533,13156,0.03404951675113159,0.005003243970132657
113,Latto - Georgia Peach (Official Video),Latto,2024-08-09,858542,47636,3170,0.05548476370404709,0.0036923062587503
114,See Tom Cruise’s EPIC Routine to Close Out the 2024 Paris Olympics | E! News,E! News,2024-08-11,895020,2552,498,0.0028513329311076847,0.0005564121472145874
115,*NEW* FORTNITE SEASON 4 LIVE EVENT!!,Pack A Puncher,2024-08-10,724270,10582,27,0.014610573404945669,3.72789153216342e-05
116,I Built a LEGO Submarine!,Brick Science,2024-08-10,915223,13053,1312,0.014262097871229198,0.001433530407343347
117,Being Homeschooled,Haminations,2024-08-09,3332207,128003,21334,0.03841388005006892,0.006402363358578864
118,Can we FORCE this old GMC to run again? (ALL the Ether),Diesel Creek,2024-08-10,423189,56380,1491,0.13322652526412548,0.0035232484776305624
119,"NFL PRESEASON DAY ONE RECAP 🔥 Caleb Williams, QB rookies & vets show out | SportsCenter",NFL on ESPN,2024-08-11,157230,1345,370,0.008554347134770717,0.0023532404757361826
120,Can Cooking Mama make you good at cooking?,Burback,2024-08-09,897935,45702,1487,0.050896779833729616,0.0016560218724072455
121,WE BECAME DADS FOR 24 HOURS!!! (TO EGGS),Sturniolo Triplets,2024-08-09,1246857,135497,13726,0.10867084196503689,0.011008479721411517
122,Polo G - Darkside (Official Video),Polo G,2024-08-09,1149171,77210,3918,0.06718756390476265,0.0034094142647177837
123,Arcane: Season 2 | Enemy of My Enemy | Official Clip,League of Legends,2024-08-10,1391807,66003,1952,0.04742252338147459,0.0014024933054654848
124,"Justin Fields struggles for Steelers, Michael Penix Jr.'s debut & Eagles in action 🏈 | SportsCenter",NFL on ESPN,2024-08-10,359185,2741,1411,0.007631164998538358,0.003928337764661664
125,Australia's Olympic Chief DEFENDS Breakdancer Raygun from Attacks | 2024 Olympics | E! News,E! News,2024-08-11,1511901,1042,1647,0.0006891985652499734,0.0010893570412348428
126,Breaking’s First (And Last?) Olympic Appearance | Olympics | Sports Illustrated,Sports Illustrated,2024-08-10,1061621,1047,944,0.0009862276650518405,0.0008892062233132163
127,Rachael 'Raygun' Gunn: Australia's Breakdancing Olympian,The Project,2024-08-10,1127618,1567,2442,0.0013896550072808344,0.002165627011984555
128,Start of Production Tease | Percy Jackson and the Olympians | Disney+,Disney Plus,2024-08-10,303381,16650,867,0.05488148565664956,0.0028577926765354453
129,Steph Curry or LeBron: Who Led Team USA to Olympics Win? | PG & Trae Young Debate | Full Ep Preview,Podcast P with Paul George,2024-08-09,661048,11044,2817,0.016706804952136608,0.004261415207367695
130,"Couples Deaf, Blind, and Mute Baking (Juicy Questions)",Kim Vega,2024-08-10,117446,3779,312,0.03217648962076188,0.0026565400269059824
131,Monster Hunter Wilds: Charge Blade | Weapon Overview,Monster Hunter,2024-08-11,745574,36351,3941,0.04875572377792144,0.005285860290192523
132,"LA Knight’s new music, first entrance as United States Champion | WWE on FOX",WWE ON FOX,2024-08-10,450823,10171,1208,0.022560960731817143,0.0026795438564580776
133,Highlights & Goles: Francia vs España 3-5 | Final Fútbol Masculino | Juegos Olímpicos París 2024,Telemundo Deportes,2024-08-09,399981,4528,970,0.011320537725541964,0.0024251151929716662
134,Real Boston Richey - Get In There (Official Music Video) ft. GloRilla,RealBostonRicheyVEVO,2024-08-09,552998,17378,759,0.03142506844509384,0.0013725185262876177
135,HIGHLIGHTS | Manchester United v Manchester City | Community Shield 2024/25 | ITV Sport,ITV Sport,2024-08-10,1615372,15177,1511,0.009395359087566208,0.0009353882573178191
136,Addison Rae - Diet Pepsi (Official Video),AddisonRaeVEVO,2024-08-09,993452,49967,3943,0.050296340437182674,0.003968988939576346
137,LEGO Star Wars: Rebuild the Galaxy | Official Trailer,Star Wars,2024-08-09,1005965,26595,2014,0.026437301496572942,0.0020020577256664
138,Why I Made Her Entire Sky Fall...,Quiff,2024-08-09,611237,9103,445,0.014892750275261478,0.000728031843622032
139,Wizards Beyond Waverly Place First-Look 👀🪄 | NEW SERIES! | @disneychannel,Disney Channel,2024-08-10,489643,21254,0,0.043407135402732194,0.0
140,"LOS CUADROS (Video Oficial) - Peso Pluma, Tito Double P",Peso Pluma,2024-08-09,1714997,91269,5088,0.053218168894756085,0.00296676903807995
141,TRAVELING TO AMERICA 🇺🇸 w/Norris Nuts,The Norris Nuts,2024-08-10,1402531,33251,6447,0.023707853872748624,0.00459668984143666
142,Roman Reigns rocks the WWE Universe with SummerSlam return: SummerSlam 2024 highlights,WWE,2024-08-04,5277042,189337,14232,0.03587938091074507,0.0026969654590583135
143,100 EXTREME Basketball Challenges!,Jesser Reacts,2024-08-09,681983,11333,483,0.016617716277385213,0.0007082287974920196
144,Leah Kateb Thinks We Found Rob’s Exact Overalls From the Villa | Expensive Taste Test | Cosmopolitan,Cosmopolitan,2024-08-09,345213,15497,364,0.04489112518937583,0.0010544214731194944
145,Win or Lose | Available December 6 on Disney+,Pixar,2024-08-10,246361,8376,631,0.033998887810976576,0.0025612820210991188
146,"After 100+ parts and 45 hours of practice, I did it",Stuff Made Here,2024-08-09,2177461,122302,4223,0.05616725167523092,0.0019394147587488363
147,Yeri Mua - Traka (Video Oficial),YeriMuaVEVO,2024-08-09,3741912,243429,12562,0.06505470999852482,0.0033571072756387642
148,PENALTY SHOOTOUT IN FULL 👀 | Man City beat Man United on pens to win Community Shield 🏆 | ITV Sport,ITV Sport,2024-08-10,1511878,20910,1397,0.01383048103087683,0.0009240163558170699
149,"I Love Raygun, The Australian Olympic Breakdancer",Lessons in Meme Culture,2024-08-10,1050958,14925,1743,0.014201328692488187,0.001658486828208168
150,Fixing our 50 Year Old Semi Truck - BIGTIME,BigTime,2024-08-09,1302914,101359,6050,0.07779408310909239,0.004643437709626269
151,Shawn Mendes - Why Why Why (Official Music Video),ShawnMendesVEVO,2024-08-09,3982066,312335,13852,0.07843541518397736,0.0034785962864502997
152,SATURDAY NIGHT – Official Trailer (HD),Sony Pictures Entertainment,2024-08-08,1619940,21215,1880,0.013096164055458845,0.001160536810005309
153,An Ancient Roman Shipwreck May Explain the Universe,SciShow,2024-08-08,2796438,76844,7195,0.027479243237289723,0.0025729159738209825
154,"J Balvin, Feid - Doblexxó (Official Video)",jbalvinVEVO,2024-08-09,1909607,95015,3672,0.04975631111532373,0.0019229087450978134
155,Invest 98L has high chance of becoming Ernesto,FOX 13 Tampa Bay,2024-08-11,246849,1870,187,0.0075754813671515785,0.0007575481367151579
156,Houston Texans vs. Pittsburgh Steelers | 2024 Preseason Week 1 Game Highlights,NFL,2024-08-10,933276,9516,1233,0.01019634063235313,0.0013211525850873697
157,"FREDDY - CG5, MatPat, Black Gryph0n (FNAF 10th Anniversary Song Animation)",CG5,2024-08-08,1612702,107492,10706,0.06665335567265372,0.006638548225276586
158,You Can't Leave This Roblox Game..,Foltyn,2024-08-10,849725,16415,4070,0.019318014651799113,0.004789784930418665
159,Hermoso TRANSFER Talks! De Ligt & Mazraoui OFFICAL Today! Man Utd Transfer News,The United Stand,2024-08-12,228319,6397,342,0.028017817176844678,0.0014979042480038893
160,Miscellaneous Myths: Cadmus,Overly Sarcastic Productions,2024-08-09,283683,31773,1722,0.1120017766309578,0.006070155772464335
161,Our FIRST LOOK At Fortnite SEASON 4!,Top5Gaming,2024-08-09,1410979,30744,1811,0.021789126556809136,0.0012835059912302026
162,"DRAGON BALL LEGENDS ""REVEALS ＆ STUFF #37""",Bandai Namco Entertainment,2024-08-09,316382,0,0,0.0,0.0
163,TerminalMontage Original - The Fruitless Quests Of Nabiu (PILOT),TerminalMontage,2024-08-08,773425,98280,7874,0.1270711445841549,0.010180689788925881
164,Ariana Grande Hits a High Note While Eating Spicy Wings | Hot Ones,First We Feast,2024-08-08,5239739,232126,16768,0.044301061560509024,0.0032001593972524204
165,Funniest Sign Fails 😂,SSundee Reacts,2024-08-08,772762,22238,1098,0.028777294949803432,0.0014208773205721813
166,The Day Team USA Basketball Fooled The World,Hoop Reports,2024-08-08,695084,8403,1245,0.0120891863429456,0.001791150422107256
167,"they wanted to sponsor me, i said no and reviewed them anyway",Ludwig,2024-08-10,2082262,74215,2308,0.03564152829951274,0.0011084099887526161
168,Monster Hunter Wilds: Long Sword | Weapon Overview,Monster Hunter,2024-08-10,761235,33772,3283,0.04436474938750846,0.004312728658035955
169,I turned a SCHOOL BUS into a LUXURY tiny home,President Chay,2024-08-07,5576251,176041,10983,0.031569776898493274,0.0019696028747629903
170,JADE - Angel Of My Dreams (S.A.D. - Slow. Angelic. Dramatic. - Live Version) Official Video,JADEVEVO,2024-08-09,733441,73126,4340,0.099702634567743,0.005917313049038709
171,Trying Erewhon!,Jake Webber,2024-08-08,1157863,60250,4102,0.05203551715531112,0.00354273346674002
172,Kim Loaiza - QuesoXTE (Video Oficial) ft. Codiciado,Kim Loaiza,2024-08-09,2031229,263516,32031,0.12973229507849682,0.015769270722306543
173,I Tried Making Homemade Strawberry Shortcake Bars | Claire Recreates,Claire Saffitz x Dessert Person,2024-08-08,450589,14772,954,0.032783756372215034,0.0021172287827709952
174,It's Clash Anime Season! Happy 12th Clashiversary!,Clash of Clans,2024-08-01,5724454,181820,7298,0.0317619811426557,0.0012748814122709345
175,keshi - Dream (Official Music Video),KeshiVEVO,2024-08-09,621757,44676,1533,0.07185443830950033,0.002465593471404423
176,"Ariana Greenblatt Prank Calls Billie Eilish, Jake Shane, and Camila Mendes | Phoning It In | ELLE",ELLE,2024-08-08,452066,26132,470,0.05780571863400477,0.0010396711984533233
177,"Steph Curry leads Team USA to comeback win vs Serbia, faces France for gold l FIRST THINGS FIRST",First Things First,2024-08-08,864692,9797,3365,0.011330045842912853,0.0038915590753701894
178,Blind Dating 6 Guys Based On Their Parents,Blesiv,2024-08-08,474439,15543,584,0.032760797489245194,0.0012309274743433824
179,Polo G - Thorns (Official Audio),PoloGVEVO,2024-08-09,243604,14595,986,0.05991280931347597,0.004047552585343426
180,FINNEAS - For Cryin’ Out Loud! (Official Music Video),FINNEASVEVO,2024-08-08,1025789,85018,3283,0.08288059240253112,0.0032004632531641495
181,The *OFFICIAL* NBA 2K25 MYPLAYER BUILDER,Joe Knows,2024-08-08,252433,7482,950,0.029639547919646004,0.0037633748360951223
182,"Warhammer 40,000: Space Marine 2 – Multiplayer Trailer",Warhammer,2024-08-08,834697,30281,1908,0.03627783495088637,0.002285859419645692
183,ASMR put your phone down and get tingles,edafoxx ASMR,2024-08-08,316854,7587,392,0.023944782139408056,0.001237162857341236
184,NBA 2K25 | MyPLAYER & MyCAREER Courtside Report,NBA 2K,2024-08-08,290103,6206,989,0.02139240200894165,0.0034091339972354647
185,"USA vs GERMANY | USAB SHOWCASE | FULL GAME HIGHLIGHTS | July 22, 2024",NBA,2024-07-22,9258113,114292,12674,0.012345064269576317,0.001368961471954382
