,Title,Channel,Published At,View Count,Like Count,Comment Count,Like Ratio,Comment Ratio
136,Billy Strings - Leadfoot (Official Music Video),Billy Strings,2024-08-02,518515,17431,1116,0.033617156687848954,0.002152300319180737
137,A Star Is About to Explode (And You'll Be Able to See It),StarTalk,2024-08-01,2582218,93525,4617,0.03621886300846791,0.0017879977600651843
138,NBA 2K25 | Official Gameplay Trailer,NBA 2K,2024-08-01,612960,11884,1702,0.0193878882798225,0.0027766901592273558
139,"SOUTH SUDAN vs USA | USAB SHOWCASE | FULL GAME HIGHLIGHTS | July 20, 2024",NBA,2024-07-20,7358438,95897,15322,0.013032249507300326,0.0020822353874558703
140,HELLUVA SHORTS 2 // MISSION: ANTARCTICA // HELLUVA BOSS,Vivziepop,2024-07-31,4317169,457640,20497,0.10600465258598864,0.004747787265219406
141,Brawl Stars Animation: PAINT BRAWL STARTS NOW!,Brawl Stars,2024-08-01,7072584,211828,12720,0.029950581004057356,0.0017984940157656664
142,Gunna - one of wun [Official Video],Gunna,2024-08-01,1013310,39492,1962,0.03897326583177902,0.0019362287947419842
143,I was New York's Cheeseball Man,Anthony Po,2024-08-01,1003940,105462,5367,0.1050481104448473,0.005345937008187741
144,JEON SOMI (전소미) - ‘Ice Cream’ M/V,THEBLACKLABEL,2024-08-02,9465318,0,7759,0.0,0.000819729458640481
145,"LOVE ISLAND'S KAYLOR, AARON, AND ROB GET GRILLED BY DAVE PORTNOY — BFFs EP. 186","BFFs: Dave Portnoy, Josh Richards & Bri Chickenfry",2024-08-01,476752,7621,1245,0.015985250192972447,0.0026114206128133705
146,Taking my siblings BACK TO SCHOOL shopping,Nathaly Cuevas,2024-08-01,370578,15724,683,0.042431013174014647,0.0018430667767649455
147,Deadpool & Wolverine Pitch Meeting,Pitch Meeting,2024-08-01,965702,77615,4634,0.08037158460891662,0.004798581757105194
148,Apex Legends: Shockwave Gameplay Trailer,Apex Legends,2024-08-01,716775,28431,2118,0.03966516689337658,0.0029549021659516584
149,OFFLINETV CRAFT MOLTEN GLASS,OfflineTV,2024-08-01,678284,36748,1038,0.05417789598457284,0.001530332427124921
150,I PROPOSED TO THE LOVE OF MY LIFE IN THE BAHAMAS!,Jalessa & Jaden,2024-08-01,536127,40305,4399,0.07517808280500703,0.00820514542263307
151,Explained: Boxing gender controversy as Angela Carini abandons Olympic bout after 46 seconds,Sky Sports News,2024-08-01,1064349,2945,0,0.0027669495625964793,0.0
152,Can I Get Earnings Using MEME STRATS?,More Lachlan,2024-08-01,430745,10786,551,0.025040337090389907,0.0012791790966813312
153,I'M LAUNCHING A NEW GAME,Shroud,2024-08-01,663322,26509,2531,0.039963999384914115,0.0038156430813390783
154,Is this my Fault?,Linus Tech Tips,2024-08-01,2080257,89745,8289,0.043141304175397556,0.003984603825392728
155,"J.P., NLE Choppa - Bad Bitty (Remix) [Official Music Video]",OFFICIALJPVEVO,2024-07-31,875779,44091,2350,0.05034489294673656,0.00268332535947996
156,Highlights & Goles: Argentina vs Francia 0-1 en Cuartos de Final | Juegos Olímpicos París 2024,Telemundo Deportes,2024-08-02,194887,1349,1555,0.0069219599049705725,0.007978982692534648
157,Kehlani: Tiny Desk Concert,NPR Music,2024-07-31,1256094,74337,3799,0.05918108039684928,0.0030244551761253536
158,"Carrie Underwood Is Your New American Idol Judge! Welcome Home, Carrie!",American Idol,2024-08-01,299133,2347,281,0.007846008297312567,0.0009393814791413853
159,2025 Cost of Living Increase | How it Affects VA Disability & Social Security | COLA | theSITREP,VA | VetResources,2024-07-31,600927,25735,1985,0.042825501267208826,0.0033032298432255497
160,Easily 3 Star It's Over 9000 Challenge (Clash of Clans),Judo Sloth Gaming,2024-08-01,964213,26901,776,0.02789943715755751,0.000804801428729959
161,"SUMMER PART 2 OUT! *ALL Codes!* Mermaid QUEST GUIDE, 24 ITEM Showcase! | ROBLOX Dress To Impress",callmehhaley,2024-08-01,384773,9084,1312,0.02360872514443581,0.0034098026628687564
162,NBA 2K25 | Gameplay Courtside Report with Mike Wang,NBA 2K,2024-08-01,196485,3459,837,0.017604397282235285,0.0042598671654324755
163,"Shaboozey, BigXthaPlug - Drink Don't Need No Mix (Official Video)",ShaboozeyVEVO,2024-07-31,2149186,53656,756,0.02496573121172388,0.0003517610853597595
164,Daily Driving My Tank After Giving it a 1000HP Engine,Westen Champlin,2024-07-31,993905,36873,1060,0.03709911913110408,0.0010665003194470295
165,Everything Wrong with AI,gabi belle,2024-07-31,831125,53662,5439,0.06456549857121371,0.006544141976237028
166,“Mask Girl” Actress Married A Chaebol Then Lost EVERYTHING,Stephanie Soo,2024-07-31,736539,30340,1648,0.041192659180301384,0.0022374918368205893
167,Unstoppable Simone Biles Wins 6th Gold Medal With Spectacular Floor Routine! | Paris Olympics,Peacock,2024-08-01,1166907,13755,781,0.011787571760217394,0.0006692906975448772
168,"'Main character energy': Kim Yeji, the pistol shooter taking over the internet",Guardian Sport,2024-07-31,2681297,17257,1378,0.0064360643375202375,0.0005139303851829916
169,Vince Vaughn Catches a Hot Streak While Eating Spicy Wings | Hot Ones,First We Feast,2024-08-01,3302424,114262,9943,0.03459943362814708,0.0030108187198251953
170,Something Is Wrong With The 2024 MLB Season,Baseball Doesn't Exist,2024-07-31,696956,18281,1526,0.026229776341691585,0.002189521289722737
171,LISA - ROCKSTAR Special Stage Performance (w/ HolyBang),LLOUD Official,2024-08-01,5577626,663078,26239,0.11888176080647932,0.004704331197538164
172,[DOKKAN BATTLE] August Producer's Letter,Bandai Namco Entertainment,2024-08-02,109078,0,0,0.0,0.0
173,Cheap vs. Expensive Jet Skis,CboysTV,2024-08-02,1821897,50762,2659,0.027862167839345472,0.0014594677964780665
174,EVERYTHING GOES WRONG | Off Grid In The Mountains,Life Uncontained,2024-08-01,296351,29949,1038,0.10105921694207207,0.0035026033318598555
175,"Stray Kids ""Stray Kids"" Video",Stray Kids,2024-08-01,3328761,596199,31157,0.17910537884816602,0.009359939028365209
176,I try every art form,Brittany Broski,2024-07-31,730422,44363,2122,0.06073612240595163,0.0029051698880920894
177,"CANADA vs USA | USAB SHOWCASE | FULL GAME HIGHLIGHTS | July 10, 2024",NBA,2024-07-11,9035993,117318,8044,0.012983409792371463,0.0008902175997701637
178,"50 YouTubers Fight For $1,000,000",MrBeast,2024-07-13,217442031,8299799,378402,0.038170168673599264,0.00174024312714408
179,I made 1 guy fight ALL of Twitch Chat in TABS,DougDoug,2024-07-30,2276941,107118,3230,0.04704469724951152,0.0014185699146354693
180,Jasmine Is Prepared To Expose Kirk's Texts 🫢📲 Love & Hip Hop: Atlanta,Love & Hip Hop,2024-07-31,397184,6484,2697,0.016324927489526266,0.006790303738317757
181,"La Cracka x Foolio - ""50K"" (Official Music Video)",La Cracka,2024-07-30,886358,37321,4013,0.04210601134079006,0.004527515969845142
182,"Captain America: Brave New World | Official Teaser | In Theaters February 14, 2025",Marvel Entertainment,2024-07-12,18952934,517872,41962,0.027324107180450266,0.0022140107700475294
183,We Hosted a Bed Wars Tournament!,PWR,2024-08-02,468614,12801,691,0.027316725492622925,0.001474561152675763
184,Arcadion M1S Guide - AAC Light-Heavyweight M1 Savage (Black Cat),Hector Hectorson - Hector Lectures,2024-07-31,351611,5493,382,0.015622378139478003,0.0010864278990133983
185,"Every Time You Score, the Angle Gets Tighter",Chris Dixon,2024-08-01,827051,29054,358,0.03512963529455862,0.00043286326961698853
186,Madden 25 | Franchise and Presentation Deep Dive,EA SPORTS MADDEN NFL,2024-07-31,295329,8101,1671,0.02743042505138337,0.005658096563493595
187,Introducing The Wizarding World of Harry Potter™ - Ministry of Magic™,Universal Orlando Resort,2024-07-31,761937,16308,1202,0.0214033443709913,0.0015775582495665653
188,DOORS: FLOOR 2 FULL TRAILER,LSPLASH,2024-07-31,2313737,118825,21391,0.05135631232071752,0.009245216720828685
