,Title,Channel,Published At,View Count,Like Count,Comment Count,Like Ratio,Comment Ratio
0,Our Son's EPIC 14th Birthday Surprise,The Royalty Family,2024-08-12,2325338,80198,17387,0.034488749592532356,0.0074771925629736405
1,I Built a Trampoline Park in My House!,Ben Azelart,2024-08-12,6827937,84039,6662,0.012308110048467056,0.0009756973446005727
2,Fortnite Battle Royale Chapter 5 Season 4 - Absolute Doom | Official Season Trailer,Fortnite,2024-08-11,3901968,161166,15642,0.04130377286538485,0.004008746355685131
3,Five Nights at Freddy's: Into The Pit - Part 2,Markiplier,2024-08-12,1598207,110782,4283,0.06931642772181576,0.002679878138438888
4,Five Nights at Freddy's: Into The Pit - Part 1,Markiplier,2024-08-10,3923535,232226,6859,0.05918795168132819,0.001748168424647671
5,Billie Eilish - BIRDS OF A FEATHER (Live from The LA28 Olympic Handover),Billie Eilish,2024-08-12,408823,42717,1906,0.10448776120717279,0.0046621643107163735
6,Kanguva - Trailer | Suriya | Bobby Deol | Devi Sri Prasad | Siva | Studio Green | UV Creations,Saregama Tamil,2024-08-12,16266134,651908,26973,0.040077623853338476,0.0016582305297620197
7,Tom Cruise | LA28 Handover Teaser,LA28,2024-08-12,364822,2871,274,0.00786959119789925,0.000751051197570322
8,My Daughter's FIRST DAY OF HIGH SCHOOL *Hidden Cameras*,Jordan Matter,2024-08-10,8586447,128504,14022,0.014965910812702855,0.0016330386712920955
9,I Tried Every Viral Fast Food Menu Item In America,Joshua Weissman,2024-08-11,1214731,36464,1571,0.030018168631573576,0.0012932904486672359
10,Billie Eilish - THE GREATEST (Live from The LA28 Olympic Handover),Billie Eilish,2024-08-12,341735,44398,2302,0.12991938197726308,0.006736213732863184
11,CANELO ÁLVAREZ & EDGAR BERLANGA: MILLION DOLLAZ WORTH OF GAME EPISODE 286,MILLION DOLLAZ WORTH OF GAME,2024-08-11,392657,10360,2214,0.0263843507183114,0.005638508927639135
12,Finesse2Tymes & Og Boo Dirty - Real Recognize Real [Official Music Video],Finesse2tymes,2024-08-11,188708,11632,1008,0.06164020603260063,0.0053415859423023935
13,[Paris Olympics] Performance by Australia's Olympic Break-dancer Rachael Gunn breaks the internet,Arirang News,2024-08-12,523482,265,187,0.000506225619983113,0.0003572233620258194
14,SEC Roll Call - Pre-Season (2024),Matt Mitchell,2024-08-12,109816,8669,610,0.07894113790340206,0.005554746120783857
15,Aokiji vs Garp (Part 2/2) | One Piece,Crunchyroll,2024-08-11,787903,17062,1507,0.021654949911346956,0.0019126719913491888
16,We Have a Tough Decision To Make,Ryland vlogs,2024-08-11,320211,15571,1501,0.04862731136656767,0.00468753415716512
17,I Worked 24 Hours at Roblox JOBS,Laughability,2024-08-11,995748,43361,4074,0.043546158264942535,0.004091396618421528
18,ME AND YANNI OFFICIAL GENDER REVEAL WERE HAVING A ... #TEENDAD EP 32,RichBoyTroy,2024-08-12,183393,9716,1713,0.05297912134050918,0.009340596424072893
19,I Watched FORTNITE ABSOLUTE DOOM in 0.25x Speed and Here's What I Found,PlayStationGrenade,2024-08-12,92075,4300,326,0.04670105891935922,0.0035405919087700246
20,Win at ALL Costs | NASCAR Richmond Race Review & Analysis,Eric Estepp,2024-08-12,122261,5691,3087,0.04654795887486606,0.025249261825111852
21,Disney’s Snow White | Teaser Trailer | In Theaters March 21,Walt Disney Studios,2024-08-10,6034275,61026,21447,0.010113228183998907,0.0035541966516275773
22,I took my Childhood Crush on Her Dream Date (15 Years Later),loveliveserve,2024-08-11,428705,34903,1548,0.08141495900444362,0.0036108746107463173
23,I Beat The CRAB BOSS FIGHT In ONE SHOT.. (The Strongest Battlegrounds),MangoPool,2024-08-11,285028,6940,1729,0.024348485061116802,0.006066070701825786
